time_period,pij_lndu_croplands_to_croplands,pij_lndu_croplands_to_forests_mangroves,pij_lndu_croplands_to_forests_primary,pij_lndu_croplands_to_forests_secondary,pij_lndu_croplands_to_grasslands,pij_lndu_croplands_to_other,pij_lndu_croplands_to_settlements,pij_lndu_croplands_to_wetlands,pij_lndu_forests_mangroves_to_croplands,pij_lndu_forests_mangroves_to_forests_mangroves,pij_lndu_forests_mangroves_to_forests_primary,pij_lndu_forests_mangroves_to_forests_secondary,pij_lndu_forests_mangroves_to_grasslands,pij_lndu_forests_mangroves_to_other,pij_lndu_forests_mangroves_to_settlements,pij_lndu_forests_mangroves_to_wetlands,pij_lndu_forests_primary_to_croplands,pij_lndu_forests_primary_to_forests_mangroves,pij_lndu_forests_primary_to_forests_primary,pij_lndu_forests_primary_to_forests_secondary,pij_lndu_forests_primary_to_grasslands,pij_lndu_forests_primary_to_other,pij_lndu_forests_primary_to_settlements,pij_lndu_forests_primary_to_wetlands,pij_lndu_forests_secondary_to_croplands,pij_lndu_forests_secondary_to_forests_mangroves,pij_lndu_forests_secondary_to_forests_primary,pij_lndu_forests_secondary_to_forests_secondary,pij_lndu_forests_secondary_to_grasslands,pij_lndu_forests_secondary_to_other,pij_lndu_forests_secondary_to_settlements,pij_lndu_forests_secondary_to_wetlands,pij_lndu_grasslands_to_croplands,pij_lndu_grasslands_to_forests_mangroves,pij_lndu_grasslands_to_forests_primary,pij_lndu_grasslands_to_forests_secondary,pij_lndu_grasslands_to_grasslands,pij_lndu_grasslands_to_other,pij_lndu_grasslands_to_settlements,pij_lndu_grasslands_to_wetlands,pij_lndu_other_to_croplands,pij_lndu_other_to_forests_mangroves,pij_lndu_other_to_forests_primary,pij_lndu_other_to_forests_secondary,pij_lndu_other_to_grasslands,pij_lndu_other_to_other,pij_lndu_other_to_settlements,pij_lndu_other_to_wetlands,pij_lndu_settlements_to_croplands,pij_lndu_settlements_to_forests_mangroves,pij_lndu_settlements_to_forests_primary,pij_lndu_settlements_to_forests_secondary,pij_lndu_settlements_to_grasslands,pij_lndu_settlements_to_other,pij_lndu_settlements_to_settlements,pij_lndu_settlements_to_wetlands,pij_lndu_wetlands_to_croplands,pij_lndu_wetlands_to_forests_mangroves,pij_lndu_wetlands_to_forests_primary,pij_lndu_wetlands_to_forests_secondary,pij_lndu_wetlands_to_grasslands,pij_lndu_wetlands_to_other,pij_lndu_wetlands_to_settlements,pij_lndu_wetlands_to_wetlands,country
10,0.9510741935932648,0.0,0.0,0.0,0.044217190702929086,0.004708615703805963,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.002471681477478486,0.0,0.9845840746943347,0.0,0.012847149973629606,9.709385455716463e-05,0.0,0.0,0.03004655775592897,0.0,0.0003750000000000001,0.961308198248408,0.0011212121212121212,9.903030303030305e-05,0.0007966957439304788,0.006253305827490166,0.03300351496026798,0.0,0.0,0.00012943824078584263,0.9615941133391532,0.004821693521828229,9.0896977554893e-06,0.00044215024020922153,0.0016958465336111496,0.0,0.0,7.683623905509253e-05,0.0049317552816740395,0.993228338168137,2.400324154110037e-06,6.482345336859545e-05,0.0012120000000000013,0.0,0.0,0.00023750606375389576,0.007425189572095475,0.00010000255315953494,0.9910253018109911,0.0,0.011105704479873487,0.0,0.0,0.0070296693664016596,0.00031257385611385306,8.752067971187887e-05,0.0012329188448559284,0.9802316127730434,argentina
11,0.9504688800059236,0.0,0.0,0.0,0.04481267492112115,0.004718445072955237,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0024635950749281716,0.0,0.9839215354234313,0.0,0.013518138915263666,9.67305863768102e-05,0.0,0.0,0.029967536796484232,0.0,0.0003750000000000001,0.9613717230294591,0.0011363636363636365,9.890909090909094e-05,0.000796748390857645,0.006253719055926437,0.03360625468594277,0.0,0.0,0.00012426071115440894,0.9610368890504,0.004799405212056758,8.726109845269729e-06,0.0004244642306008527,0.001691386541180551,0.0,0.0,7.683658232627235e-05,0.004931777314629777,0.9932327754840139,2.4003348777231975e-06,6.482374297182944e-05,0.0012088125000000011,0.0,0.0,0.00023750682172313267,0.007425213268607408,0.00010000287230447682,0.991028464537365,0.0,0.01107649702687877,0.0,0.0,0.007029876990956192,0.0003125830881280847,8.752326467586373e-05,0.001232955259687494,0.9802605643696738,argentina
12,0.9498635664185822,0.0,0.0,0.0,0.04540815913931322,0.004728274442104511,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0024555086723778573,0.0,0.9832589961525279,0.0,0.014189127856897726,9.636731819645578e-05,0.0,0.0,0.029888515837039494,0.0,0.0003750000000000001,0.96143524781051,0.0011515151515151516,9.878787878787881e-05,0.0007968010377848112,0.006254132284362707,0.03420899441161756,0.0,0.0,0.00011908318152297522,0.9604796647616467,0.004777116902285286,8.362521935050158e-06,0.0004067782209924838,0.0016869265487499522,0.0,0.0,7.683692559745217e-05,0.004931799347585515,0.9932372127998907,2.4003456013363583e-06,6.482403257506343e-05,0.0012056250000000012,0.0,0.0,0.0002375075796923696,0.007425236965119341,0.00010000319144941868,0.9910316272637388,0.0,0.011047289573884053,0.0,0.0,0.0070300846155107255,0.00031259232014231635,8.752584963984858e-05,0.0012329916745190594,0.9802895159663042,argentina
13,0.9492582528312409,0.0,0.0,0.0,0.04600364335750528,0.004738103811253784,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.002447422269827543,0.0,0.9825964568816246,0.0,0.014860116798531784,9.600405001610135e-05,0.0,0.0,0.029809494877594756,0.0,0.0003750000000000001,0.961498772591561,0.0011666666666666668,9.866666666666669e-05,0.0007968536847119774,0.006254545512798978,0.03481173413729235,0.0,0.0,0.00011390565189154152,0.9599224404728933,0.004754828592513815,7.998934024830585e-06,0.0003890922113841149,0.0016824665563193537,0.0,0.0,7.683726886863199e-05,0.004931821380541252,0.9932416501157676,2.4003563249495187e-06,6.482432217829742e-05,0.0012024375000000012,0.0,0.0,0.00023750833766160654,0.007425260661631275,0.00010000351059436055,0.9910347899901127,0.0,0.011018082120889337,0.0,0.0,0.007030292240065258,0.00031260155215654794,8.752843460383344e-05,0.001233028089350625,0.9803184675629346,argentina
14,0.9486529392438995,0.0,0.0,0.0,0.04659912757569735,0.004747933180403058,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0024393358672772287,0.0,0.9819339176107211,0.0,0.015531105740165843,9.564078183574693e-05,0.0,0.0,0.029730473918150015,0.0,0.0003750000000000001,0.961562297372612,0.0011818181818181819,9.854545454545457e-05,0.0007969063316391436,0.006254958741235248,0.03541447386296713,0.0,0.0,0.00010872812226010782,0.9593652161841401,0.004732540282742344,7.635346114611012e-06,0.0003714062017757461,0.001678006563888755,0.0,0.0,7.683761213981182e-05,0.004931843413496989,0.9932460874316444,2.400367048562679e-06,6.482461178153141e-05,0.001199250000000001,0.0,0.0,0.00023750909563084347,0.0074252843581432085,0.00010000382973930241,0.9910379527164866,0.0,0.010988874667894619,0.0,0.0,0.007030499864619791,0.0003126107841707796,8.75310195678183e-05,0.0012330645041821904,0.980347419159565,argentina
15,0.9480476256565582,0.0,0.0,0.0,0.04719461179388941,0.004757762549552332,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0024312494647269144,0.0,0.9812713783398177,0.0,0.0162020946817999,9.527751365539251e-05,0.0,0.0,0.029651452958705277,0.0,0.0003750000000000001,0.961625822153663,0.001196969696969697,9.842424242424244e-05,0.0007969589785663098,0.006255371969671519,0.03601721358864192,0.0,0.0,0.00010355059262867412,0.9588079918953868,0.004710251972970872,7.27175820439144e-06,0.00035372019216737725,0.0016735465714581563,0.0,0.0,7.683795541099164e-05,0.004931865446452727,0.9932505247475212,2.40037777217584e-06,6.48249013847654e-05,0.0011960625000000012,0.0,0.0,0.0002375098536000804,0.007425308054655142,0.00010000414888424428,0.9910411154428606,0.0,0.010959667214899903,0.0,0.0,0.007030707489174324,0.00031262001618501123,8.753360453180315e-05,0.0012331009190137557,0.9803763707561953,argentina
16,0.9474423120692168,0.0,0.0,0.0,0.04779009601208148,0.004767591918701605,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0024231630621766,0.0,0.9806088390689144,0.0,0.01687308362343396,9.491424547503809e-05,0.0,0.0,0.02957243199926054,0.0,0.0003750000000000001,0.9616893469347141,0.0012121212121212121,9.830303030303033e-05,0.000797011625493476,0.0062557851981077895,0.03661995331431671,0.0,0.0,9.83730629972404e-05,0.9582507676066335,0.004687963663199401,6.908170294171868e-06,0.00033603418255900836,0.0016690865790275579,0.0,0.0,7.683829868217146e-05,0.0049318874794084646,0.993254962063398,2.4003884957890004e-06,6.482519098799939e-05,0.0011928750000000012,0.0,0.0,0.00023751061156931732,0.007425331751167076,0.00010000446802918614,0.9910442781692345,0.0,0.010930459761905187,0.0,0.0,0.007030915113728857,0.0003126292481992429,8.753618949578801e-05,0.0012331373338453212,0.9804053223528257,argentina
17,0.9468369984818755,0.0,0.0,0.0,0.04838558023027354,0.004777421287850879,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.002415076659626286,0.0,0.979946299798011,0.0,0.01754407256506802,9.455097729468366e-05,0.0,0.0,0.0294934110398158,0.0,0.0003750000000000001,0.9617528717157651,0.0012272727272727275,9.818181818181821e-05,0.0007970642724206421,0.00625619842654406,0.0372226930399915,0.0,0.0,9.31955333658067e-05,0.9576935433178801,0.0046656753534279295,6.544582383952296e-06,0.00031834817295063947,0.0016646265865969592,0.0,0.0,7.683864195335127e-05,0.004931909512364201,0.9932593993792749,2.400399219402161e-06,6.482548059123338e-05,0.001189687500000001,0.0,0.0,0.00023751136953855425,0.007425355447679009,0.000100004787174128,0.9910474408956084,0.0,0.010901252308910469,0.0,0.0,0.00703112273828339,0.00031263848021347446,8.753877445977287e-05,0.0012331737486768867,0.9804342739494561,argentina
18,0.9462316848945341,0.0,0.0,0.0,0.0489810644484656,0.004787250657000153,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0024069902570759715,0.0,0.9792837605271075,0.0,0.01821506150670208,9.418770911432924e-05,0.0,0.0,0.029414390080371063,0.0,0.0003750000000000001,0.961816396496816,0.0012424242424242426,9.806060606060609e-05,0.0007971169193478083,0.006256611654980331,0.037825432765666286,0.0,0.0,8.8018003734373e-05,0.9571363190291269,0.004643387043656458,6.1809944737327245e-06,0.00030066216334227063,0.0016601665941663605,0.0,0.0,7.68389852245311e-05,0.004931931545319939,0.9932638366951517,2.4004099430153212e-06,6.482577019446737e-05,0.0011865000000000011,0.0,0.0,0.0002375121275077912,0.007425379144190942,0.00010000510631906987,0.9910506036219823,0.0,0.010872044855915752,0.0,0.0,0.007031330362837923,0.0003126477122277061,8.754135942375772e-05,0.0012332101635084522,0.9804632255460866,argentina
19,0.9456263713071928,0.0,0.0,0.0,0.04957654866665767,0.004797080026149426,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0023989038545256577,0.0,0.9786212212562042,0.0,0.01888605044833614,9.382444093397481e-05,0.0,0.0,0.02933536912092632,0.0,0.00037500000000000017,0.961879921277867,0.0012575757575757577,9.793939393939396e-05,0.0007971695662749746,0.006257024883416601,0.03842817249134107,0.0,0.0,8.28404741029393e-05,0.9565790947403736,0.004621098733884986,5.817406563513153e-06,0.0002829761537339018,0.001655706601735762,0.0,0.0,7.683932849571093e-05,0.004931953578275677,0.9932682740110286,2.400420666628482e-06,6.482605979770136e-05,0.0011833125000000012,0.0,0.0,0.00023751288547702813,0.0074254028407028765,0.00010000542546401173,0.9910537663483561,0.0,0.010842837402921036,0.0,0.0,0.007031537987392456,0.00031265694424193775,8.754394438774258e-05,0.0012332465783400177,0.980492177142717,argentina
20,0.9450210577198515,0.0,0.0,0.0,0.050172032884849734,0.0048069093952987,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0023908174519753434,0.0,0.9779586819853008,0.0,0.0195570393899702,9.346117275362039e-05,0.0,0.0,0.029256348161481583,0.0,0.00037500000000000017,0.961943446058918,0.0012727272727272728,9.781818181818184e-05,0.0007972222132021408,0.006257438111852872,0.03903091221701586,0.0,0.0,7.766294447150559e-05,0.9560218704516203,0.004598810424113515,5.453818653293581e-06,0.0002652901441255329,0.0016512466093051633,0.0,0.0,7.683967176689074e-05,0.004931975611231414,0.9932727113269054,2.4004313902416425e-06,6.482634940093534e-05,0.0011801250000000013,0.0,0.0,0.00023751364344626506,0.00742542653721481,0.0001000057446089536,0.99105692907473,0.0,0.01081362994992632,0.0,0.0,0.007031745611946989,0.0003126661762561694,8.754652935172743e-05,0.0012332829931715832,0.9805211287393474,argentina
21,0.9444157441325102,0.0,0.0,0.0,0.050767517103041795,0.004816738764447974,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.002382731049425029,0.0,0.9772961427143974,0.0,0.02022802833160426,9.309790457326596e-05,0.0,0.0,0.029177327202036845,0.0,0.00037500000000000017,0.962006970839969,0.001287878787878788,9.769696969696972e-05,0.000797274860129307,0.006257851340289142,0.03963365194269065,0.0,0.0,7.248541484007188e-05,0.955464646162867,0.004576522114342044,5.090230743074009e-06,0.000247604134517164,0.0016467866168745646,0.0,0.0,7.684001503807056e-05,0.004931997644187151,0.9932771486427823,2.400442113854803e-06,6.482663900416934e-05,0.0011769375000000011,0.0,0.0,0.000237514401415502,0.007425450233726743,0.00010000606375389546,0.9910600918011039,0.0,0.010784422496931602,0.0,0.0,0.007031953236501522,0.000312675408270401,8.754911431571229e-05,0.0012333194080031487,0.9805500803359778,argentina
22,0.9438104305451688,0.0,0.0,0.0,0.051363001321233864,0.004826568133597247,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.002374644646874715,0.0,0.976633603443494,0.0,0.02089901727323832,9.273463639291154e-05,0.0,0.0,0.029098306242592107,0.0,0.00037500000000000017,0.9620704956210201,0.0013030303030303033,9.75757575757576e-05,0.0007973275070564732,0.006258264568725413,0.04023639166836543,0.0,0.0,6.730788520863817e-05,0.9549074218741137,0.004554233804570573,4.726642832854437e-06,0.00022991812490879518,0.001642326624443966,0.0,0.0,7.684035830925038e-05,0.004932019677142889,0.9932815859586591,2.4004528374679633e-06,6.482692860740333e-05,0.0011737500000000012,0.0,0.0,0.0002375151593847389,0.007425473930238677,0.00010000638289883733,0.9910632545274778,0.0,0.010755215043936886,0.0,0.0,0.0070321608610560546,0.00031268464028463264,8.755169927969715e-05,0.0012333558228347142,0.9805790319326082,argentina
23,0.9432051169578275,0.0,0.0,0.0,0.051958485539425926,0.004836397502746521,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.020000000000000018,0.01,0.0023665582443244005,0.0,0.9759710641725906,0.0,0.02157000621487238,9.237136821255712e-05,0.0,0.0,0.02901928528314737,0.0,0.00037500000000000017,0.9621340204020711,0.0013181818181818184,9.745454545454548e-05,0.0007973801539836394,0.006258677797161684,0.04083913139404022,0.0,0.0,6.213035557720447e-05,0.9543501975853604,0.004531945494799101,4.363054922634864e-06,0.00021223211530042635,0.0016378666320133674,0.0,0.0,7.68407015804302e-05,0.0049320417100986265,0.9932860232745359,2.400463561081124e-06,6.482721821063731e-05,0.0011705625000000012,0.0,0.0,0.00023751591735397584,0.00742549762675061,0.0001000067020437792,0.9910664172538517,0.0,0.01072600759094217,0.0,0.0,0.007032368485610588,0.0003126938722988643,8.7554284243682e-05,0.0012333922376662795,0.9806079835292385,argentina
